CASE ID,TEST,TEST,Events from start,Events from end
201710002691,16.1694278717041,351.77136574074075,2,4
201710002691,14.085000991821289,11.673472222222221,3,3
201710002691,4.008108139038086,1.6786458333333334,4,2
201710002691,4.025323390960693,1.6767361111111112,5,1
201710002850,8.376030921936035,337.4869212962963,1,5
201710002850,7.210512638092041,2.559849537037037,2,4
201710002850,3.387011766433716,2.5048032407407406,3,3
201710002850,1.7839771509170532,1.3969791666666667,4,2
201710002850,1.772247552871704,1.394976851851852,5,1
201710003122,18.420791625976562,365.95056712962963,1,8
201710003122,16.269136428833008,365.9463773148148,2,7
201710003122,13.939864158630371,365.923125,3,6
201710003122,4.014273643493652,365.037650462963,4,5
201710003122,10.392760276794434,14.751157407407407,5,4
201710003122,3.5985097885131836,1.982002314814815,6,3
201710003122,2.061209201812744,1.979861111111111,7,2
201710003122,0.25546878576278687,0.29628472222222224,8,1
201710004294,8.3763427734375,364.6296875,1,5
201710004294,6.955024719238281,361.5946064814815,2,4
201710004294,5.395998001098633,2.394976851851852,3,3
201710004294,1.85785973072052,1.6757638888888888,4,2
201710004294,1.7809604406356812,1.6753935185185185,5,1
201710004986,8.375194549560547,379.46997685185187,1,5
201710004986,3.669415235519409,379.46947916666664,2,4
201710004986,2.6780712604522705,1.770949074074074,3,3
201710004986,1.8206077814102173,1.4710532407407408,4,2
201710004986,1.8055099248886108,1.4697222222222222,5,1
201710005100,8.376029014587402,333.7248842592593,1,7
201710005100,6.405797958374023,333.72373842592594,2,6
201710005100,5.3318071365356445,333.72185185185185,3,5
201710005100,1.8661277294158936,333.3853125,4,4
201710005100,6.2765631675720215,3.6072337962962964,5,3
201710005100,1.8819066286087036,3.5778125,6,2
201710005100,3.6721744537353516,3.577511574074074,7,1
201710006999,8.374499320983887,329.7097800925926,1,5
201710006999,6.1589460372924805,329.41552083333335,2,4
201710006999,3.4838390350341797,3.6248032407407407,3,3
201710006999,1.7985517978668213,3.5961458333333334,4,2
201710006999,3.7168967723846436,3.594027777777778,5,1
201710007539,8.376310348510742,332.6636921296296,1,7
201710007539,7.3316168785095215,45.64167824074074,2,6
201710007539,5.832383155822754,45.625902777777775,3,5
201710007539,1.8646926879882812,39.75106481481482,4,4
201710007539,6.602781295776367,10.471203703703704,5,3
201710007539,1.8910919427871704,1.4217824074074075,6,2
201710007539,1.7724504470825195,1.4197569444444444,7,1
201711001064,8.375285148620605,13.508020833333333,1,5
201711001064,6.946639060974121,1.7221296296296296,2,4
201711001064,3.384889602661133,1.7214467592592593,3,3
201711001064,1.7813382148742676,1.6642824074074074,4,2
201711001064,1.7775686979293823,1.6641898148148149,5,1
201711001297,8.374523162841797,322.66856481481483,1,5
201711001297,8.37267017364502,322.65211805555555,2,4
201711001297,6.16417121887207,1.5206712962962963,3,3
201711001297,1.8540140390396118,1.4367013888888889,4,2
201711001297,1.7940319776535034,1.436423611111111,5,1
201711001781,8.375393867492676,337.61912037037035,1,5
201711001781,6.707453727722168,325.4374305555556,2,4
201711001781,5.401350498199463,8.344780092592593,3,3
201711001781,1.855183720588684,1.502164351851852,4,2
201711001781,1.7826846837997437,1.5002893518518519,5,1
201711001832,8.376420974731445,320.8057175925926,1,6
201711001832,6.394994735717773,3.8174189814814814,2,5
201711001832,5.400108814239502,3.8167708333333334,3,4
201711001832,1.8565939664840698,3.6641550925925928,4,3
201711001832,3.7428574562072754,3.663275462962963,5,2
201711001832,1.6870173215866089,0.21349537037037036,6,1
201711002306,8.371515274047852,305.8367013888889,1,1
201711002334,8.37472915649414,348.4895138888889,1,5
201711002334,7.696268081665039,348.48768518518517,2,4
201711002334,6.224852561950684,6.695625,3,3
201711002334,1.8803918361663818,1.4581712962962963,4,2
201711002334,1.797925353050232,1.4558449074074074,5,1
201711002354,8.376439094543457,194.7337037037037,1,6
201711002354,4.517247676849365,150.69449074074075,2,5
201711002354,3.1798975467681885,11.76212962962963,3,4
201711002354,1.7737526893615723,3.7411689814814815,4,3
201711002354,1.8150110244750977,3.740613425925926,5,2
201711002354,1.6635812520980835,2.2401851851851853,6,1
201711002561,8.37525463104248,313.6761111111111,1,7
201711002561,7.722366809844971,14.63613425925926,2,6
201711002561,6.254055976867676,8.481435185185186,3,5
201711002561,1.8767510652542114,1.6460069444444445,4,4
201711002561,6.744072437286377,1.5720254629629629,5,3
201711002561,1.8833962678909302,1.4674189814814815,6,2
201711002561,1.7732430696487427,1.4669675925925927,7,1
201711002728,8.375785827636719,319.5020601851852,1,5
201711002728,8.3765287399292,319.50144675925924,2,4
201711002728,6.2724738121032715,4.605011574074074,3,3
201711002728,1.8736522197723389,1.6512847222222222,4,2
201711002728,1.8002526760101318,1.6504282407407407,5,1
201711002732,8.37597942352295,319.4996990740741,1,5
201711002732,8.376699447631836,319.4990625,2,4
201711002732,6.310397624969482,4.605787037037037,3,3
201711002732,1.8732904195785522,1.6519328703703704,4,2
201711002732,1.7981187105178833,1.650462962962963,5,1
201711003530,8.376031875610352,336.0332638888889,1,1
201711004406,8.376462936401367,223.64216435185185,1,5
201711004406,7.563451766967773,223.6388425925926,2,4
201711004406,3.3902535438537598,2.3798726851851852,3,3
201711004406,1.7845580577850342,1.5947106481481481,4,2
201711004406,1.7755409479141235,1.5919791666666667,5,1
201711004779,8.374445915222168,10.659340277777778,1,5
201711004779,7.266871929168701,10.657118055555555,2,4
201711004779,3.5134968757629395,10.656631944444445,3,3
201711004779,1.784375548362732,1.6926273148148148,4,2
201711004779,1.7608439922332764,1.6921643518518519,5,1
201711005034,8.370712280273438,326.6902662037037,1,5
201711005034,4.583238124847412,309.68355324074076,2,4
201711005034,3.1994383335113525,4.6715625,3,3
201711005034,1.7627110481262207,1.6647916666666667,4,2
201711005034,1.800446629524231,1.664375,5,1
201711005290,8.375844955444336,338.4637152777778,1,11
201711005290,7.122325897216797,21.67621527777778,2,10
201711005290,5.835214614868164,21.627349537037038,3,9
201711005290,1.8721067905426025,6.619351851851852,4,8
201711005290,6.630032539367676,6.6087037037037035,5,7
201711005290,1.9029799699783325,2.7394097222222222,6,6
201711005290,1.7707405090332031,2.7366087962962964,7,5
201711005290,3.6532950401306152,1.7777546296296296,8,4
201711005290,3.6748836040496826,1.7718402777777778,9,3
201711005290,2.0904581546783447,1.493125,10,2
201711005290,2.010690927505493,1.492013888888889,11,1
201711005315,18.355024337768555,297.441400462963,1,7
201711005315,16.271238327026367,287.64050925925926,2,6
201711005315,14.031743049621582,287.63725694444446,3,5
201711005315,4.147164344787598,286.475462962963,4,4
201711005315,10.781972885131836,2.4475,5,3
201711005315,3.725132465362549,1.7596643518518518,6,2
201711005315,2.0865120887756348,1.7586226851851852,7,1
201711005587,8.376194953918457,322.6083912037037,1,5
201711005587,7.1949687004089355,322.6062152777778,2,4
201711005587,3.449302911758423,6.675034722222223,3,3
201711005587,1.7889611721038818,1.6549421296296296,4,2
201711005587,1.772373914718628,1.6522337962962963,5,1
201711006032,8.37626838684082,2.592210648148148,1,5
201711006032,6.411861419677734,2.5905787037037036,2,4
201711006032,5.242696285247803,2.5781597222222223,3,3
201711006032,1.8486909866333008,2.4737847222222222,4,2
201711006032,1.8000743389129639,2.472511574074074,5,1
201711006053,8.376023292541504,12.80486111111111,1,5
201711006053,6.384213924407959,12.663715277777778,2,4
201711006053,5.188976764678955,12.539224537037038,3,3
201711006053,1.8392571210861206,3.4309606481481483,4,2
201711006053,3.7433128356933594,3.4308564814814817,5,1
201711006228,8.376070976257324,306.76114583333333,1,5
201711006228,6.691800594329834,13.668194444444444,2,4
201711006228,5.421106815338135,4.447013888888889,3,3
201711006228,1.871462106704712,1.7199652777777779,4,2
201711006228,1.7991727590560913,1.7171875,5,1
201711006685,18.421430587768555,328.94920138888887,1,11
201711006685,16.27377700805664,325.76631944444443,2,10
201711006685,13.86318302154541,325.7516898148148,3,9
201711006685,4.01014518737793,324.9353125,4,8
201711006685,10.218138694763184,324.88005787037036,5,7
201711006685,3.5923237800598145,322.9537152777778,6,6
201711006685,10.31035041809082,293.72936342592595,7,5
201711006685,3.7834131717681885,288.0070949074074,8,4
201711006685,9.861344337463379,8.878125,9,3
201711006685,3.754441261291504,1.9347453703703703,10,2
201711006685,2.363542079925537,1.9340046296296296,11,1
201711006742,8.375024795532227,329.6097453703704,1,5
201711006742,6.620198726654053,3.4691550925925925,2,4
201711006742,4.273525238037109,3.4667939814814814,3,3
201711006742,1.8297629356384277,1.4388194444444444,4,2
201711006742,1.7865766286849976,1.4366087962962963,5,1
201711006992,18.351537704467773,55.776747685185185,1,6
201711006992,16.16164779663086,55.76884259259259,2,5
201711006992,14.091108322143555,54.96771990740741,3,4
201711006992,4.006583213806152,3.883472222222222,4,3
201711006992,4.026009559631348,3.883298611111111,5,2
201711006992,2.298171043395996,2.2607175925925924,6,1
201711007121,8.3764066696167,1.653888888888889,1,5
201711007121,6.934067726135254,1.6528935185185185,2,4
201711007121,5.942323684692383,1.6110185185185186,3,3
201711007121,1.8830909729003906,1.601875,4,2
201711007121,1.7766144275665283,1.6003819444444445,5,1
201711007648,8.37549114227295,320.70944444444444,1,6
201711007648,6.165332794189453,320.7016550925926,2,5
201711007648,3.455319404602051,11.583738425925926,3,4
201711007648,1.7723191976547241,4.698946759259259,4,3
201711007648,1.770907998085022,4.696400462962963,5,2
201711007648,1.6497089862823486,3.2405092592592593,6,1
201711007735,8.375895500183105,6.470509259259259,1,5
201711007735,6.662256717681885,6.469375,2,4
201711007735,5.766252040863037,6.461574074074074,3,3
201711007735,1.8534764051437378,3.521724537037037,4,2
201711007735,3.7422919273376465,3.5198032407407407,5,1
201711007923,18.406837463378906,328.6235185185185,1,7
201711007923,16.154844284057617,328.6179513888889,2,6
201711007923,13.827733039855957,328.6166666666667,3,5
201711007923,4.001604080200195,327.49052083333333,4,4
201711007923,10.454345703125,14.659444444444444,5,3
201711007923,3.583442211151123,1.5681944444444444,6,2
201711007923,2.083482027053833,1.567060185185185,7,1
201711008373,18.387279510498047,76.04991898148148,1,8
201711008373,16.34756851196289,27.11773148148148,2,7
201711008373,14.063848495483398,21.075023148148148,3,6
201711008373,4.031763553619385,11.095821759259259,4,5
201711008373,10.54886245727539,10.937592592592592,5,4
201711008373,3.7240867614746094,5.063564814814815,6,3
201711008373,3.943629503250122,5.061550925925926,7,2
201711008373,2.2960689067840576,3.415162037037037,8,1
201712000143,8.376201629638672,159.61641203703704,1,7
201712000143,6.874178409576416,159.6159722222222,2,6
201712000143,5.8601765632629395,6.447418981481482,3,5
201712000143,5.8884382247924805,6.444618055555556,4,4
201712000143,5.725297451019287,6.441030092592593,5,3
201712000143,1.8648115396499634,3.427800925925926,6,2
201712000143,3.7436325550079346,3.4270601851851854,7,1
201712001544,8.37630844116211,282.57899305555554,1,4
201712001544,7.622306823730469,7.4652314814814815,2,3
201712001544,6.064199447631836,1.5980324074074075,3,2
201712001544,3.216186046600342,1.5976504629629629,4,1
201712001567,8.376133918762207,281.5698958333333,1,7
201712001567,7.697387218475342,252.44979166666667,2,6
201712001567,6.152048587799072,248.75048611111112,3,5
201712001567,1.928604006767273,238.48787037037036,4,4
201712001567,6.719449996948242,49.485219907407405,5,3
201712001567,1.965889811515808,1.6118287037037038,6,2
201712001567,1.7724690437316895,1.6114351851851851,7,1
201712001712,8.374348640441895,284.6061226851852,1,6
201712001712,6.68433141708374,4.868043981481481,2,5
201712001712,5.421637058258057,4.859039351851852,3,4
201712001712,1.8595949411392212,3.743888888888889,4,3
201712001712,1.7776298522949219,3.743101851851852,5,2
201712001712,1.623291254043579,2.228761574074074,6,1
201712001739,8.373764991760254,292.75381944444445,1,7
201712001739,8.35958480834961,292.7515162037037,2,6
201712001739,6.258937358856201,292.69100694444444,3,5
201712001739,1.8679289817810059,288.6860185185185,4,4
201712001739,6.297464370727539,1.6511342592592593,5,3
201712001739,1.9565048217773438,1.5853240740740742,6,2
201712001739,1.7699631452560425,1.5838773148148149,7,1
201712003169,8.375053405761719,8.599212962962962,1,5
201712003169,6.0022783279418945,8.598680555555555,2,4
201712003169,5.677425861358643,1.6239467592592594,3,3
201712003169,1.8486160039901733,1.4188888888888889,4,2
201712003169,1.7974106073379517,1.417037037037037,5,1
201712004837,8.376598358154297,2.7527199074074074,1,5
201712004837,7.245969295501709,2.602071759259259,2,4
201712004837,5.991722106933594,2.5971064814814815,3,3
201712004837,1.8860105276107788,1.6246527777777777,4,2
201712004837,1.7764308452606201,1.622662037037037,5,1
201712005829,8.376679420471191,270.4372337962963,1,5
201712005829,7.211306571960449,27.464282407407406,2,4
201712005829,4.295869827270508,5.635798611111111,3,3
201712005829,1.8170980215072632,3.7078125,4,2
201712005829,3.742116689682007,3.7051967592592594,5,1
201712005898,8.376466751098633,397.47980324074075,1,5
201712005898,7.684150218963623,4.422569444444444,2,4
201712005898,6.183032989501953,4.421620370370371,3,3
201712005898,1.9277640581130981,1.4491666666666667,4,2
201712005898,1.7976423501968384,1.446377314814815,5,1
201712006242,18.420991897583008,306.7150462962963,1,8
201712006242,16.29340171813965,295.69444444444446,2,7
201712006242,14.06470775604248,293.91288194444445,3,6
201712006242,4.060601711273193,289.9090162037037,4,5
201712006242,10.638280868530273,7.943171296296296,5,4
201712006242,3.4007370471954346,1.896064814814815,6,3
201712006242,2.075665235519409,1.8946412037037037,7,2
201712006242,0.26256006956100464,0.24697916666666667,8,1
201712006476,8.37578010559082,260.62491898148147,1,11
201712006476,7.6893534660339355,260.6211574074074,2,10
201712006476,6.15955924987793,245.5465509259259,3,9
201712006476,1.887781023979187,237.62454861111112,4,8
201712006476,6.714817523956299,237.6124537037037,5,7
201712006476,1.9074660539627075,209.51563657407408,6,6
201712006476,3.6772074699401855,209.51424768518518,7,5
201712006476,4.490573406219482,206.6357060185185,8,4
201712006476,4.921326637268066,2.4328356481481483,9,3
201712006476,2.1873371601104736,1.6124189814814816,10,2
201712006476,2.058076858520508,1.611423611111111,11,1
201712006532,8.375697135925293,289.58385416666664,1,5
201712006532,7.613420009613037,3.505983796296296,2,4
201712006532,6.04506778717041,3.4033912037037037,3,3
201712006532,1.8749710321426392,1.6301157407407407,4,2
201712006532,1.7743924856185913,1.628275462962963,5,1
201712006630,8.376323699951172,21.42017361111111,1,5
201712006630,7.685194492340088,21.4171875,2,4
201712006630,6.0048017501831055,15.787349537037038,3,3
201712006630,1.877750277519226,2.5407291666666665,4,2
201712006630,1.7943699359893799,2.538113425925926,5,1
201810000003,8.375761985778809,16.778483796296296,1,5
201810000003,7.06719970703125,16.696435185185184,2,4
201810000003,5.616285800933838,16.69306712962963,3,3
201810000003,1.862409234046936,1.4024537037037037,4,2
201810000003,1.7940460443496704,1.4012037037037037,5,1
201810000005,8.37617301940918,10.789722222222222,1,4
201810000005,3.6852941513061523,10.787060185185185,2,3
201810000005,1.8070873022079468,1.6424074074074073,3,2
201810000005,1.7875409126281738,1.6400810185185186,4,1
201810000008,8.375452041625977,11.77226851851852,1,5
201810000008,5.8271684646606445,4.780474537037037,2,4
201810000008,5.2117600440979,2.4554513888888887,3,3
201810000008,1.8468797206878662,1.7373842592592592,4,2
201810000008,1.7790943384170532,1.7352430555555556,5,1
201810000010,8.37546443939209,14.765659722222223,1,5
201810000010,7.32918119430542,14.75449074074074,2,4
201810000010,4.3342156410217285,14.734143518518518,3,3
201810000010,1.805580496788025,3.4848958333333333,4,2
201810000010,3.7583611011505127,3.482789351851852,5,1
201810000013,8.375531196594238,10.78357638888889,1,5
201810000013,7.229184627532959,10.777581018518518,2,4
201810000013,5.873805522918701,10.695810185185184,3,3
201810000013,1.8693350553512573,1.5421064814814816,4,2
201810000013,1.782539963722229,1.5402777777777779,5,1
201810000020,8.374204635620117,15.7534375,1,5
201810000020,7.227655410766602,14.571099537037037,2,4
201810000020,5.989494800567627,8.501574074074075,3,3
201810000020,1.880342721939087,1.4802893518518518,4,2
201810000020,1.7956923246383667,1.4792939814814814,5,1
201810000023,8.375444412231445,15.753275462962963,1,5
201810000023,7.238406181335449,15.743217592592593,2,4
201810000023,3.4203319549560547,15.722662037037036,3,3
201810000023,1.7881464958190918,1.4977199074074075,4,2
201810000023,1.772035002708435,1.496400462962963,5,1
201810000026,8.375359535217285,15.753101851851852,1,5
201810000026,2.404825210571289,15.744166666666667,2,4
201810000026,1.8324185609817505,15.675636574074074,3,3
201810000026,1.6838740110397339,1.4773842592592592,4,2
201810000026,1.6201667785644531,1.4767592592592593,5,1
201810000027,8.375848770141602,10.771273148148149,1,5
201810000027,7.729503154754639,10.769444444444444,2,4
201810000027,4.5151262283325195,10.622685185185185,3,3
201810000027,1.8047010898590088,1.5239467592592593,4,2
201810000027,1.80171799659729,1.523599537037037,5,1
201810000029,18.411890029907227,9.042048611111111,1,6
201810000029,16.131826400756836,9.041458333333333,2,5
201810000029,13.953991889953613,9.040914351851852,3,4
201810000029,4.132812023162842,1.992962962962963,4,3
201810000029,2.0227811336517334,1.9911921296296295,5,2
201810000029,0.3572726249694824,0.28746527777777775,6,1
201810000031,8.376136779785156,10.769652777777777,1,5
201810000031,6.523374557495117,10.767268518518518,2,4
201810000031,3.4464001655578613,10.766631944444445,3,3
201810000031,1.7995319366455078,1.4016550925925926,4,2
201810000031,1.7634897232055664,1.4014583333333333,5,1
201810000034,8.374321937561035,15.750578703703704,1,5
201810000034,7.691860675811768,8.502256944444444,2,4
201810000034,5.928149223327637,8.484409722222223,3,3
201810000034,1.8692445755004883,1.4951273148148148,4,2
201810000034,1.793198585510254,1.4932175925925926,5,1
201810000035,8.375587463378906,16.744675925925925,1,5
201810000035,6.7057623863220215,7.503020833333333,2,4
201810000035,5.952733516693115,7.502361111111111,3,3
201810000035,1.8585569858551025,1.6136689814814815,4,2
201810000035,1.789900302886963,1.6124189814814816,5,1
201810000036,8.372580528259277,10.763541666666667,1,5
201810000036,5.970315933227539,10.762916666666667,2,4
201810000036,3.244607925415039,10.762025462962963,3,3
201810000036,1.7928558588027954,1.761400462962963,4,2
201810000036,1.7676326036453247,1.7597916666666666,5,1
201810000037,8.37535572052002,10.764097222222222,1,5
201810000037,6.022508144378662,10.763217592592593,2,4
201810000037,3.2500698566436768,10.714537037037037,3,3
201810000037,1.7872401475906372,1.5412847222222221,4,2
201810000037,1.7680962085723877,1.540462962962963,5,1
201810000038,8.375961303710938,16.74451388888889,1,5
201810000038,5.763065814971924,2.7189930555555555,2,4
201810000038,3.1985464096069336,2.4952083333333333,3,3
201810000038,1.7829177379608154,1.6759027777777777,4,2
201810000038,1.7754305601119995,1.6735879629629629,5,1
201810000043,8.373242378234863,15.7434375,1,5
201810000043,5.446012496948242,15.741226851851852,2,4
201810000043,3.5046329498291016,15.739293981481481,3,3
201810000043,1.7654166221618652,1.4760532407407407,4,2
201810000043,1.7865272760391235,1.4743055555555555,5,1
201810000044,8.373708724975586,10.758032407407407,1,5
201810000044,3.6646313667297363,10.750891203703704,2,4
201810000044,2.7179527282714844,10.74925925925926,3,3
201810000044,1.8143579959869385,1.458923611111111,4,2
201810000044,1.7992925643920898,1.4571180555555556,5,1
201810000045,8.375822067260742,16.739965277777777,1,5
201810000045,5.997770309448242,16.739467592592593,2,4
201810000045,3.432389736175537,16.699305555555554,3,3
201810000045,1.7902069091796875,1.6121990740740741,4,2
201810000045,1.7751758098602295,1.609699074074074,5,1
201810000048,8.375890731811523,11.743576388888888,1,5
201810000048,7.266425609588623,4.415462962962963,2,4
201810000048,5.252536773681641,4.412175925925926,3,3
201810000048,1.8674505949020386,1.5413541666666666,4,2
201810000048,1.7844536304473877,1.540949074074074,5,1
201810000049,8.372950553894043,16.73871527777778,1,5
201810000049,4.147212028503418,9.732962962962963,2,4
201810000049,4.728403091430664,6.402071759259259,3,3
201810000049,1.8005136251449585,1.7652083333333333,4,2
201810000049,1.797609567642212,1.7624537037037038,5,1
201810000050,8.375984191894531,11.736331018518518,1,5
201810000050,3.67458438873291,11.73494212962963,2,4
201810000050,4.070858478546143,8.4984375,3,3
201810000050,1.804596185684204,1.695486111111111,4,2
201810000050,1.7926596403121948,1.6935532407407408,5,1
201810000051,8.375931739807129,16.739710648148147,1,5
201810000051,7.236171245574951,16.73377314814815,2,4
201810000051,5.981461524963379,16.709560185185186,3,3
201810000051,1.874010443687439,1.658287037037037,4,2
201810000051,1.7940136194229126,1.6569560185185186,5,1
201810000059,18.421951293945312,14.012662037037037,1,6
201810000059,16.26634407043457,14.0075,2,5
201810000059,14.115762710571289,13.99982638888889,3,4
201810000059,4.035669326782227,5.025925925925926,4,3
201810000059,2.0428919792175293,5.0253125,5,2
201810000059,0.35642945766448975,3.259699074074074,6,1
201810000061,8.375861167907715,11.739733796296296,1,5
201810000061,5.1948113441467285,11.730682870370371,2,4
201810000061,3.262197256088257,11.714664351851852,3,3
201810000061,1.7577711343765259,1.4020601851851853,4,2
201810000061,1.7648544311523438,1.3993402777777777,5,1
201810000062,18.412372589111328,18.000625,1,3
201810000062,3.247894287109375,1.9226041666666667,2,2
201810000062,2.0213124752044678,1.9221643518518519,3,1
201810000064,8.376005172729492,18.73009259259259,1,5
201810000064,7.228315830230713,2.4840856481481484,2,4
201810000064,5.963215351104736,2.4799884259259257,3,3
201810000064,1.8787548542022705,1.4858796296296297,4,2
201810000064,1.7777562141418457,1.4833564814814815,5,1
201810000068,8.375329971313477,14.730104166666667,1,5
201810000068,7.7271246910095215,14.706180555555555,2,4
201810000068,6.271012783050537,4.788842592592593,3,3
201810000068,1.8819600343704224,3.6413425925925926,4,2
201810000068,3.742206573486328,3.641076388888889,5,1
201810000074,8.376138687133789,11.734479166666667,1,7
201810000074,3.764453172683716,11.726053240740741,2,6
201810000074,3.1338157653808594,11.714108796296296,3,5
201810000074,1.8013757467269897,10.491319444444445,4,4
201810000074,5.655975818634033,10.463252314814815,5,3
201810000074,1.9003593921661377,1.6676851851851853,6,2
201810000074,1.8021970987319946,1.6660300925925926,7,1
201810000075,8.376072883605957,10.744756944444445,1,5
201810000075,7.045746326446533,10.743831018518518,2,4
201810000075,5.7876715660095215,10.743055555555555,3,3
201810000075,1.864076018333435,1.4974421296296296,4,2
201810000075,1.7945120334625244,1.4961458333333333,5,1
201810000076,8.375115394592285,45.94971064814815,1,5
201810000076,3.684267282485962,13.843078703703704,2,4
201810000076,2.7672958374023438,2.871863425925926,3,3
201810000076,1.8132559061050415,1.9597453703703704,4,2
201810000076,1.8001759052276611,1.9580439814814814,5,1
201810000079,8.376055717468262,10.741273148148148,1,5
201810000079,6.313838481903076,10.739803240740741,2,4
201810000079,3.506516218185425,10.735868055555555,3,3
201810000079,1.7777338027954102,1.4078125,4,2
201810000079,1.764224886894226,1.407349537037037,5,1
201810000080,8.375503540039062,14.723541666666666,1,5
201810000080,3.67765474319458,14.722662037037036,2,4
201810000080,2.682765007019043,14.717476851851853,3,3
201810000080,1.820347785949707,3.639224537037037,4,2
201810000080,3.7031474113464355,3.6384375,5,1
201810000081,8.37568187713623,11.727997685185185,1,5
201810000081,3.716367483139038,11.726979166666666,2,4
201810000081,3.133934497833252,11.72355324074074,3,3
201810000081,1.7967060804367065,1.7625462962962963,4,2
201810000081,1.8075637817382812,1.7604861111111112,5,1
201810000082,8.371713638305664,16.71304398148148,1,5
201810000082,7.706127643585205,16.702164351851852,2,4
201810000082,6.265007019042969,8.7340625,3,3
201810000082,1.8788716793060303,1.6559027777777777,4,2
201810000082,1.7943118810653687,1.6543287037037038,5,1
201810000091,8.370950698852539,16.716458333333332,1,5
201810000091,7.4026994705200195,15.504872685185186,2,4
201810000091,6.073201656341553,13.716377314814816,3,3
201810000091,1.8807618618011475,1.6572800925925926,4,2
201810000091,1.7968369722366333,1.6569097222222222,5,1
201810000095,8.37619400024414,10.734085648148149,1,5
201810000095,6.054628372192383,10.733194444444445,2,4
201810000095,5.45460844039917,10.719699074074073,3,3
201810000095,1.8487545251846313,1.4748611111111112,4,2
201810000095,1.7982748746871948,1.4737847222222222,5,1
201810000096,8.370526313781738,10.733680555555555,1,5
201810000096,7.69215726852417,10.7278125,2,4
201810000096,5.580723285675049,2.6627314814814813,3,3
201810000096,1.8678631782531738,1.4091550925925926,4,2
201810000096,1.7801597118377686,1.4074189814814815,5,1
201810000100,8.374821662902832,8.712847222222223,1,5
201810000100,5.730690002441406,8.616400462962963,2,4
201810000100,3.3840935230255127,8.47738425925926,3,3
201810000100,1.7532821893692017,1.6559606481481481,4,2
201810000100,1.7823457717895508,1.6537962962962962,5,1
201810000102,8.372868537902832,11.712650462962962,1,5
201810000102,7.217438697814941,11.712060185185186,2,4
201810000102,5.249133586883545,11.709363425925925,3,3
201810000102,1.8690342903137207,1.6679398148148148,4,2
201810000102,1.788764476776123,1.6660185185185186,5,1
201810000103,8.372931480407715,11.714976851851851,1,5
201810000103,3.672149419784546,11.708958333333333,2,4
201810000103,2.658291816711426,11.651203703703704,3,3
201810000103,1.81808340549469,1.5070601851851853,4,2
201810000103,1.7983793020248413,1.5049884259259259,5,1
201810000105,8.37473201751709,15.707372685185184,1,5
201810000105,7.697125434875488,15.701377314814815,2,4
201810000105,6.01779842376709,15.645532407407407,3,3
201810000105,1.8704880475997925,1.4667939814814814,4,2
