CASE ID,Predictions,TEST,Events from start,Events from end
201711002732,10.267475,319.4996990740741,1,5
201711002732,7.737068,319.4990625,2,4
201711002732,6.939278,4.605787037037037,3,3
201711002732,1.7766205,1.6519328703703704,4,2
201711002732,1.8180487,1.650462962962963,5,1
201711003530,7.362433,336.0332638888889,1,1
201711004406,8.156816,223.64216435185185,1,5
201711004406,6.7028008,223.6388425925926,2,4
201711004406,5.1214657,2.3798726851851852,3,3
201711004406,1.8382775,1.5947106481481481,4,2
201711004406,1.8464464,1.5919791666666667,5,1
201711004779,7.723973,10.659340277777778,1,5
201711004779,6.9398265,10.657118055555555,2,4
201711004779,5.109741,10.656631944444445,3,3
201711004779,1.8570734,1.6926273148148148,4,2
201711004779,1.8467314,1.6921643518518519,5,1
201711005034,7.4694443,326.6902662037037,1,5
201711005034,6.5291796,309.68355324074076,2,4
201711005034,5.034188,4.6715625,3,3
201711005034,1.8599219,1.6647916666666667,4,2
201711005034,1.8464687,1.664375,5,1
201711005290,10.314835,338.4637152777778,1,11
201711005290,7.9621487,21.67621527777778,2,10
201711005290,6.6423264,21.627349537037038,3,9
201711005290,1.7804493,6.619351851851852,4,8
201711005290,6.475,6.6087037037037035,5,7
201711005290,1.8667017,2.7394097222222222,6,6
201711005290,1.8148844,2.7366087962962964,7,5
201711005290,1.6595969,1.7777546296296296,8,4
201711005290,10.728873,1.7718402777777778,9,3
201711005290,2.729548,1.493125,10,2
201711005290,2.198387,1.492013888888889,11,1
201711005315,18.492409,297.441400462963,1,7
201711005315,15.463436,287.64050925925926,2,6
201711005315,13.427964,287.63725694444446,3,5
201711005315,3.9343395,286.475462962963,4,4
201711005315,10.596989,2.4475,5,3
201711005315,3.6616666,1.7596643518518518,6,2
201711005315,2.9392629,1.7586226851851852,7,1
201711005587,7.2951126,322.6083912037037,1,5
201711005587,6.4900355,322.6062152777778,2,4
201711005587,5.147198,6.675034722222223,3,3
201711005587,1.8631451,1.6549421296296296,4,2
201711005587,1.8483701,1.6522337962962963,5,1
201711006032,7.440052,2.592210648148148,1,5
201711006032,6.5235705,2.5905787037037036,2,4
201711006032,5.032652,2.5781597222222223,3,3
201711006032,1.8610927,2.4737847222222222,4,2
201711006032,1.8486623,2.472511574074074,5,1
201711006053,8.133657,12.80486111111111,1,5
201711006053,6.684165,12.663715277777778,2,4
201711006053,5.1128855,12.539224537037038,3,3
201711006053,1.8400264,3.4309606481481483,4,2
201711006053,1.8473835,3.4308564814814817,5,1
201711006228,8.188889,306.76114583333333,1,5
201711006228,6.698384,13.668194444444444,2,4
201711006228,5.133822,4.447013888888889,3,3
201711006228,1.8348624,1.7199652777777779,4,2
201711006228,1.8457447,1.7171875,5,1
201711006685,18.492256,328.94920138888887,1,11
201711006685,15.463326,325.76631944444443,2,10
201711006685,13.427978,325.7516898148148,3,9
201711006685,3.9343355,324.9353125,4,8
201711006685,10.385884,324.88005787037036,5,7
201711006685,3.6710362,322.9537152777778,6,6
201711006685,10.55707,293.72936342592595,7,5
201711006685,3.6875231,288.0070949074074,8,4
201711006685,10.22443,8.878125,9,3
201711006685,3.631712,1.9347453703703703,10,2
201711006685,2.8286712,1.9340046296296296,11,1
201711006742,7.351879,329.6097453703704,1,5
201711006742,6.502553,3.4691550925925925,2,4
201711006742,5.025077,3.4667939814814814,3,3
201711006742,1.863319,1.4388194444444444,4,2
201711006742,1.848311,1.4366087962962963,5,1
201711006992,18.492311,55.776747685185185,1,6
201711006992,15.463571,55.76884259259259,2,5
201711006992,13.427997,54.96771990740741,3,4
201711006992,3.934327,3.883472222222222,4,3
201711006992,2.6973267,3.883298611111111,5,2
201711006992,1.3388295,2.2607175925925924,6,1
201711007121,7.705127,1.653888888888889,1,5
201711007121,6.5870957,1.6528935185185185,2,4
201711007121,5.074129,1.6110185185185186,3,3
201711007121,1.8539773,1.601875,4,2
201711007121,1.8484807,1.6003819444444445,5,1
201711007648,8.15102,320.70944444444444,1,6
201711007648,6.694845,320.7016550925926,2,5
201711007648,5.1191697,11.583738425925926,3,4
201711007648,1.8387004,4.698946759259259,4,3
201711007648,1.8465612,4.696400462962963,5,2
201711007648,1.60475,3.2405092592592593,6,1
201711007735,7.350003,6.470509259259259,1,5
201711007735,6.500911,6.469375,2,4
201711007735,5.1543603,6.461574074074074,3,3
201711007735,1.8620136,3.521724537037037,4,2
201711007735,1.849128,3.5198032407407407,5,1
201711007923,18.492283,328.6235185185185,1,7
201711007923,15.463344,328.6179513888889,2,6
201711007923,13.427975,328.6166666666667,3,5
201711007923,3.9343345,327.49052083333333,4,4
201711007923,10.486277,14.659444444444444,5,3
201711007923,3.67052,1.5681944444444444,6,2
201711007923,2.923949,1.567060185185185,7,1
201711008373,18.492332,76.04991898148148,1,8
201711008373,15.46343,27.11773148148148,2,7
201711008373,13.427978,21.075023148148148,3,6
201711008373,3.9343274,11.095821759259259,4,5
201711008373,10.609472,10.937592592592592,5,4
201711008373,3.6449645,5.063564814814815,6,3
201711008373,2.975593,5.061550925925926,7,2
201711008373,1.5621821,3.415162037037037,8,1
201712000143,7.28675,159.61641203703704,1,7
201712000143,6.488413,159.6159722222222,2,6
201712000143,5.1468368,6.447418981481482,3,5
201712000143,6.271524,6.444618055555556,4,4
201712000143,5.506257,6.441030092592593,5,3
201712000143,1.825707,3.427800925925926,6,2
201712000143,1.8439966,3.4270601851851854,7,1
201712001544,10.312153,282.57899305555554,1,4
201712001544,8.061929,7.4652314814814815,2,3
201712001544,7.102622,1.5980324074074075,3,2
201712001544,1.7836525,1.5976504629629629,4,1
201712001567,10.312861,281.5698958333333,1,7
201712001567,7.980348,252.44979166666667,2,6
201712001567,7.039724,248.75048611111112,3,5
201712001567,1.7810212,238.48787037037036,4,4
201712001567,6.6229053,49.485219907407405,5,3
201712001567,1.8667094,1.6118287037037038,6,2
201712001567,1.8089848,1.6114351851851851,7,1
201712001712,7.51884,284.6061226851852,1,6
201712001712,6.5401025,4.868043981481481,2,5
201712001712,5.038148,4.859039351851852,3,4
201712001712,1.8601449,3.743888888888889,4,3
201712001712,1.8487755,3.743101851851852,5,2
201712001712,1.6047199,2.228761574074074,6,1
201712001739,10.28874,292.75381944444445,1,7
201712001739,7.6940594,292.7515162037037,2,6
201712001739,6.5827966,292.69100694444444,3,5
201712001739,1.7744564,288.6860185185185,4,4
201712001739,6.3539853,1.6511342592592593,5,3
201712001739,1.8832641,1.5853240740740742,6,2
201712001739,1.8540123,1.5838773148148149,7,1
201712003169,7.284595,8.599212962962962,1,5
201712003169,6.4882774,8.598680555555555,2,4
201712003169,5.14509,1.6239467592592594,3,3
201712003169,1.8634704,1.4188888888888889,4,2
201712003169,1.8472146,1.417037037037037,5,1
201712004837,7.4115806,2.7527199074074074,1,5
201712004837,6.514119,2.602071759259259,2,4
201712004837,5.02947,2.5971064814814815,3,3
201712004837,1.8619728,1.6246527777777777,4,2
201712004837,1.8475873,1.622662037037037,5,1
201712005829,7.2807026,270.4372337962963,1,5
201712005829,6.487636,27.464282407407406,2,4
201712005829,5.0192714,5.635798611111111,3,3
201712005829,1.8661995,3.7078125,4,2
201712005829,1.8474177,3.7051967592592594,5,1
201712005898,10.310078,397.47980324074075,1,5
201712005898,7.9473414,4.422569444444444,2,4
201712005898,6.8313403,4.421620370370371,3,3
201712005898,1.7799034,1.4491666666666667,4,2
201712005898,1.8224839,1.446377314814815,5,1
201712006242,18.49237,306.7150462962963,1,8
201712006242,15.463411,295.69444444444446,2,7
201712006242,13.427963,293.91288194444445,3,6
201712006242,3.9343438,289.9090162037037,4,5
201712006242,10.5952215,7.943171296296296,5,4
201712006242,3.6599288,1.896064814814815,6,3
201712006242,2.9454725,1.8946412037037037,7,2
201712006242,1.5495641,0.24697916666666667,8,1
201712006476,9.559527,260.62491898148147,1,11
201712006476,7.771722,260.6211574074074,2,10
201712006476,6.4565263,245.5465509259259,3,9
201712006476,1.7653977,237.62454861111112,4,8
201712006476,6.4214077,237.6124537037037,5,7
201712006476,1.8649377,209.51563657407408,6,6
201712006476,1.8219644,209.51424768518518,7,5
201712006476,1.6295389,206.6357060185185,8,4
201712006476,10.704437,2.4328356481481483,9,3
201712006476,2.6242378,1.6124189814814816,10,2
201712006476,2.1872575,1.611423611111111,11,1
201712006532,9.556278,289.58385416666664,1,5
201712006532,7.8006496,3.505983796296296,2,4
201712006532,6.059276,3.4033912037037037,3,3
201712006532,1.7611833,1.6301157407407407,4,2
201712006532,1.8134769,1.628275462962963,5,1
201712006630,7.292045,21.42017361111111,1,5
201712006630,6.4893036,21.4171875,2,4
201712006630,5.1438527,15.787349537037038,3,3
201712006630,1.8626904,2.5407291666666665,4,2
201712006630,1.8484793,2.538113425925926,5,1
201810000003,7.3704834,16.778483796296296,1,5
201810000003,6.506145,16.696435185185184,2,4
201810000003,5.0264254,16.69306712962963,3,3
201810000003,1.862768,1.4024537037037037,4,2
201810000003,1.8488433,1.4012037037037037,5,1
201810000005,8.166662,10.789722222222222,1,4
201810000005,6.6927385,10.787060185185185,2,3
201810000005,1.7879218,1.6424074074074073,3,2
201810000005,1.8286384,1.6400810185185186,4,1
201810000008,7.3837357,11.77226851851852,1,5
201810000008,6.6674933,4.780474537037037,2,4
201810000008,5.0442696,2.4554513888888887,3,3
201810000008,1.863669,1.7373842592592592,4,2
201810000008,1.8495166,1.7352430555555556,5,1
201810000010,9.477861,14.765659722222223,1,5
201810000010,7.135388,14.75449074074074,2,4
201810000010,5.992677,14.734143518518518,3,3
201810000010,1.7590805,3.4848958333333333,4,2
201810000010,1.8212597,3.482789351851852,5,1
201810000013,8.191594,10.78357638888889,1,5
201810000013,6.7096267,10.777581018518518,2,4
201810000013,5.3020716,10.695810185185184,3,3
201810000013,1.827118,1.5421064814814816,4,2
201810000013,1.8458791,1.5402777777777779,5,1
201810000020,8.124784,15.7534375,1,5
201810000020,6.6941376,14.571099537037037,2,4
201810000020,5.127466,8.501574074074075,3,3
201810000020,1.8398447,1.4802893518518518,4,2
201810000020,1.8463459,1.4792939814814814,5,1
201810000023,8.133317,15.753275462962963,1,5
201810000023,6.701144,15.743217592592593,2,4
201810000023,5.3009706,15.722662037037036,3,3
201810000023,1.8310043,1.4977199074074075,4,2
201810000023,1.8463023,1.496400462962963,5,1
201810000026,7.3769794,15.753101851851852,1,5
201810000026,6.5067534,15.744166666666667,2,4
201810000026,5.0268226,15.675636574074074,3,3
201810000026,1.8624445,1.4773842592592592,4,2
201810000026,1.8489612,1.4767592592592593,5,1
201810000027,9.518266,10.771273148148149,1,5
201810000027,7.127469,10.769444444444444,2,4
201810000027,6.005224,10.622685185185185,3,3
201810000027,1.759321,1.5239467592592593,4,2
201810000027,1.8260593,1.523599537037037,5,1
201810000029,18.4924,9.042048611111111,1,6
201810000029,15.463587,9.041458333333333,2,5
201810000029,13.427984,9.040914351851852,3,4
201810000029,3.934306,1.992962962962963,4,3
201810000029,2.7002447,1.9911921296296295,5,2
201810000029,1.3389009,0.28746527777777775,6,1
201810000031,7.4705796,10.769652777777777,1,5
201810000031,6.5306215,10.767268518518518,2,4
201810000031,5.035834,10.766631944444445,3,3
201810000031,1.860843,1.4016550925925926,4,2
201810000031,1.8484203,1.4014583333333333,5,1
201810000034,7.3637986,15.750578703703704,1,5
201810000034,6.503618,8.502256944444444,2,4
201810000034,5.0259523,8.484409722222223,3,3
201810000034,1.8626772,1.4951273148148148,4,2
201810000034,1.8485596,1.4932175925925926,5,1
201810000035,7.2894726,16.744675925925925,1,5
201810000035,6.488923,7.503020833333333,2,4
201810000035,5.14631,7.502361111111111,3,3
201810000035,1.8637065,1.6136689814814815,4,2
201810000035,1.8489137,1.6124189814814816,5,1
201810000036,7.3147535,10.763541666666667,1,5
201810000036,6.4942665,10.762916666666667,2,4
201810000036,5.020833,10.762025462962963,3,3
201810000036,1.8645658,1.761400462962963,4,2
201810000036,1.8493782,1.7597916666666666,5,1
201810000037,7.3300643,10.764097222222222,1,5
201810000037,6.4941998,10.763217592592593,2,4
201810000037,5.02023,10.714537037037037,3,3
201810000037,1.8646713,1.5412847222222221,4,2
201810000037,1.8476992,1.540462962962963,5,1
201810000038,7.3635416,16.74451388888889,1,5
201810000038,6.5040264,2.7189930555555555,2,4
201810000038,5.0256968,2.4952083333333333,3,3
201810000038,1.8630297,1.6759027777777777,4,2
201810000038,1.8490158,1.6735879629629629,5,1
201810000043,7.971057,15.7434375,1,5
201810000043,6.6573133,15.741226851851852,2,4
201810000043,5.074445,15.739293981481481,3,3
201810000043,1.849977,1.4760532407407407,4,2
201810000043,1.8481259,1.4743055555555555,5,1
201810000044,7.9985967,10.758032407407407,1,5
201810000044,6.6613736,10.750891203703704,2,4
201810000044,5.0781364,10.74925925925926,3,3
201810000044,1.8481939,1.458923611111111,4,2
201810000044,1.847445,1.4571180555555556,5,1
201810000045,7.2879877,16.739965277777777,1,5
201810000045,6.4890323,16.739467592592593,2,4
201810000045,5.1246324,16.699305555555554,3,3
201810000045,1.8630623,1.6121990740740741,4,2
201810000045,1.8493779,1.609699074074074,5,1
201810000048,8.151571,11.743576388888888,1,5
201810000048,6.693254,4.415462962962963,2,4
201810000048,5.119411,4.412175925925926,3,3
201810000048,1.8385742,1.5413541666666666,4,2
201810000048,1.8473082,1.540949074074074,5,1
201810000049,7.375066,16.73871527777778,1,5
201810000049,6.507003,9.732962962962963,2,4
201810000049,5.026866,6.402071759259259,3,3
201810000049,1.862717,1.7652083333333333,4,2
201810000049,1.8489435,1.7624537037037038,5,1
201810000050,7.449374,11.736331018518518,1,5
201810000050,6.523928,11.73494212962963,2,4
201810000050,5.0324726,8.4984375,3,3
201810000050,1.8616549,1.695486111111111,4,2
201810000050,1.8490026,1.6935532407407408,5,1
201810000051,8.026048,16.739710648148147,1,5
201810000051,6.665683,16.73377314814815,2,4
201810000051,5.086742,16.709560185185186,3,3
201810000051,1.8471452,1.658287037037037,4,2
201810000051,1.8464657,1.6569560185185186,5,1
201810000059,18.492151,14.012662037037037,1,6
201810000059,15.463473,14.0075,2,5
201810000059,13.428006,13.99982638888889,3,4
201810000059,3.934315,5.025925925925926,4,3
201810000059,2.7018461,5.0253125,5,2
201810000059,1.3389546,3.259699074074074,6,1
201810000061,7.387196,11.739733796296296,1,5
201810000061,6.5091825,11.730682870370371,2,4
201810000061,5.027945,11.714664351851852,3,3
201810000061,1.862536,1.4020601851851853,4,2
201810000061,1.8491323,1.3993402777777777,5,1
201810000062,18.492466,18.000625,1,3
201810000062,3.2285051,1.9226041666666667,2,2
201810000062,2.629319,1.9221643518518519,3,1
201810000064,8.133041,18.73009259259259,1,5
201810000064,6.6953907,2.4840856481481484,2,4
201810000064,5.2926564,2.4799884259259257,3,3
201810000064,1.8318843,1.4858796296296297,4,2
201810000064,1.8461862,1.4833564814814815,5,1
201810000068,8.129182,14.730104166666667,1,5
201810000068,6.699636,14.706180555555555,2,4
201810000068,5.115527,4.788842592592593,3,3
201810000068,1.840206,3.6413425925925926,4,2
201810000068,1.8474729,3.641076388888889,5,1
201810000074,8.16679,11.734479166666667,1,7
201810000074,6.6993055,11.726053240740741,2,6
201810000074,5.123299,11.714108796296296,3,5
201810000074,1.8376933,10.491319444444445,4,4
201810000074,6.255433,10.463252314814815,5,3
201810000074,1.8781763,1.6676851851851853,6,2
201810000074,1.8245623,1.6660300925925926,7,1
201810000075,8.11339,10.744756944444445,1,5
201810000075,6.68925,10.743831018518518,2,4
201810000075,5.1103907,10.743055555555555,3,3
201810000075,1.8413111,1.4974421296296296,4,2
201810000075,1.8457948,1.4961458333333333,5,1
201810000076,8.165229,45.94971064814815,1,5
201810000076,6.6923437,13.843078703703704,2,4
201810000076,5.1226983,2.871863425925926,3,3
201810000076,1.8373774,1.9597453703703704,4,2
201810000076,1.8470455,1.9580439814814814,5,1
201810000079,8.026795,10.741273148148148,1,5
201810000079,6.6703906,10.739803240740741,2,4
201810000079,5.082075,10.735868055555555,3,3
201810000079,1.847689,1.4078125,4,2
201810000079,1.8480686,1.407349537037037,5,1
201810000080,8.136919,14.723541666666666,1,5
201810000080,6.6845694,14.722662037037036,2,4
201810000080,5.116067,14.717476851851853,3,3
201810000080,1.8390864,3.639224537037037,4,2
201810000080,1.8472565,3.6384375,5,1
201810000081,7.3698525,11.727997685185185,1,5
201810000081,6.504788,11.726979166666666,2,4
201810000081,5.026184,11.72355324074074,3,3
201810000081,1.8628563,1.7625462962962963,4,2
201810000081,1.8491637,1.7604861111111112,5,1
201810000082,7.364806,16.71304398148148,1,5
201810000082,6.5054035,16.702164351851852,2,4
201810000082,5.0258446,8.7340625,3,3
201810000082,1.8631116,1.6559027777777777,4,2
201810000082,1.8493023,1.6543287037037038,5,1
201810000091,10.303446,16.716458333333332,1,5
201810000091,7.502167,15.504872685185186,2,4
201810000091,6.532912,13.716377314814816,3,3
201810000091,1.7729177,1.6572800925925926,4,2
201810000091,1.822218,1.6569097222222222,5,1
201810000095,7.275601,10.734085648148149,1,5
201810000095,6.485655,10.733194444444445,2,4
201810000095,5.018338,10.719699074074073,3,3
201810000095,1.8651087,1.4748611111111112,4,2
201810000095,1.8425713,1.4737847222222222,5,1
201810000096,7.3684645,10.733680555555555,1,5
201810000096,6.526707,10.7278125,2,4
201810000096,5.0284038,2.6627314814814813,3,3
201810000096,1.8632283,1.4091550925925926,4,2
201810000096,1.8491647,1.4074189814814815,5,1
201810000100,7.4926157,8.712847222222223,1,5
201810000100,6.532301,8.616400462962963,2,4
201810000100,5.0344396,8.47738425925926,3,3
201810000100,1.8611479,1.6559606481481481,4,2
201810000100,1.8487221,1.6537962962962962,5,1
201810000102,7.884205,11.712650462962962,1,5
201810000102,6.6276875,11.712060185185186,2,4
201810000102,5.0704246,11.709363425925925,3,3
201810000102,1.8508563,1.6679398148148148,4,2
201810000102,1.8482597,1.6660185185185186,5,1
201810000103,7.374169,11.714976851851851,1,5
201810000103,6.5068636,11.708958333333333,2,4
201810000103,5.0267816,11.651203703703704,3,3
201810000103,1.8626727,1.5070601851851853,4,2
201810000103,1.8490319,1.5049884259259259,5,1
201810000105,8.155666,15.707372685185184,1,5
201810000105,6.700843,15.701377314814815,2,4
201810000105,5.1213174,15.645532407407407,3,3
201810000105,1.8382481,1.4667939814814814,4,2
201810000105,1.847166,1.4659722222222222,5,1
201810000106,7.3748827,15.664918981481481,1,5
201810000106,6.507495,15.653958333333334,2,4
201810000106,5.0267067,6.761030092592593,3,3
201810000106,1.8625926,1.4873148148148148,4,2
201810000106,1.848691,1.485462962962963,5,1
201810000107,7.462018,10.725451388888889,1,5
201810000107,6.5270343,10.724571759259259,2,4
201810000107,5.0334735,10.721875,3,3
201810000107,1.8607619,1.4793634259259258,4,2
201810000107,1.8488352,1.4768402777777778,5,1
201810000109,8.106551,18.70699074074074,1,5
201810000109,6.6899695,18.705243055555556,2,4
201810000109,5.1057973,18.6946875,3,3
201810000109,1.8421023,1.7548148148148148,4,2
201810000109,1.8477324,1.752974537037037,5,1
201810000111,10.273496,7.706597222222222,1,5
201810000111,8.133315,7.658483796296296,2,4
201810000111,6.6704817,7.650740740740741,3,3
201810000111,1.7847632,3.5921412037037035,4,2
201810000111,1.830393,3.5911805555555554,5,1
201810000113,18.49225,16.935185185185187,1,4
201810000113,3.2016861,1.6563657407407408,2,3
201810000113,2.5589693,1.6549074074074075,3,2
201810000113,1.3115764,0.23109953703703703,4,1
201810000114,8.13657,10.72150462962963,1,5
201810000114,6.737478,10.718587962962962,2,4
201810000114,5.1219893,10.715011574074074,3,3
201810000114,1.8406872,1.4333217592592593,4,2
201810000114,1.8475407,1.4324305555555557,5,1
201810000115,8.168504,52.68357638888889,1,5
201810000115,6.6988273,52.67568287037037,2,4
201810000115,5.1233773,14.557384259259258,3,3
201810000115,1.8375434,1.7164351851851851,4,2
201810000115,1.8471007,1.7141319444444445,5,1
201810000116,7.3576794,10.722326388888888,1,5
201810000116,6.57818,10.630462962962962,2,4
201810000116,5.033579,10.627511574074074,3,3
201810000116,1.8637997,1.6003587962962964,4,2
201810000116,1.8492862,1.5991435185185185,5,1
201810000118,8.122225,11.707037037037036,1,5
201810000118,6.681481,11.704363425925926,2,4
201810000118,5.111338,9.585694444444444,3,3
201810000118,1.8402796,1.6280324074074075,4,2
201810000118,1.8474282,1.6273032407407408,5,1
201810000121,8.165575,11.707280092592592,1,5
201810000121,6.693792,4.686168981481481,2,4
201810000121,5.1233068,4.498587962962963,3,3
201810000121,1.8373499,1.4541435185185185,4,2
201810000121,1.8470329,1.4524189814814814,5,1
201810000122,7.703906,16.699872685185184,1,7
201810000122,6.5840797,16.68613425925926,2,6
201810000122,5.0542326,16.680069444444445,3,5
201810000122,1.8556808,9.484456018518518,4,4
201810000122,6.195802,2.572928240740741,5,3
201810000122,1.8628838,1.731886574074074,6,2
201810000122,1.809144,1.7295023148148148,7,1
201810000123,8.157414,11.704212962962963,1,5
201810000123,6.6989765,11.63616898148148,2,4
201810000123,5.120725,11.402164351851852,3,3
201810000123,1.8384451,1.6850694444444445,4,2
201810000123,1.8472271,1.682974537037037,5,1
201810000126,7.3713665,15.692326388888889,1,5
201810000126,6.505333,15.691238425925926,2,4
201810000126,5.026555,11.44994212962963,3,3
201810000126,1.8627387,1.5611226851851852,4,2
201810000126,1.8488811,1.560613425925926,5,1
