REQUEST_ID,ACTIVITY,START_DATE,END_DATE,CE_UO,ROLE,AUTOMATIC,CLOSURE_TYPE,CLOSURE_REASON,WORKING_STATE,CE_STATE,GENERAL_STATE
201812006837,ACTIVITY 8,2018-12-18 16:15:55.000,2018-12-18 16:20:54.000,CE_UO 22,APPLICANT,HUMAN,Client Recess,1 - Client lost,Completed,S000,Conclusa regolarmente
201812006837,ACTIVITY 14,2018-12-18 16:20:54.000,2018-12-19 09:59:07.000,CE_UO 404,DIRECTOR,HUMAN,Client Recess,1 - Client lost,Completed,S008,Conclusa regolarmente
201812007701,ACTIVITY 8,2018-12-20 12:09:10.000,2018-12-20 12:09:43.000,CE_UO 261,APPLICANT,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S000,Conclusa regolarmente
201812007701,ACTIVITY 9,2018-12-20 12:09:43.000,2019-01-02 17:34:55.000,CE_UO 67,DIRECTOR,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S005,Conclusa regolarmente
201812007701,ACTIVITY 10,2019-01-02 17:54:53.000,2019-01-02 17:57:16.000,CE_UO 67,APPLICANT,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S010,Conclusa regolarmente
201812007701,ACTIVITY 2,2019-01-02 17:57:16.000,2019-01-14 10:01:04.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S040,Conclusa regolarmente
201812007701,ACTIVITY 1,2019-01-14 10:01:04.000,2019-01-14 10:02:51.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S050,Conclusa regolarmente
201812007701,ACTIVITY 6,2019-01-14 10:02:51.000,2019-01-16 03:10:30.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S051,Conclusa regolarmente
201812002625,ACTIVITY 8,2018-12-07 15:04:43.000,2018-12-07 15:05:47.000,CE_UO 32,APPLICANT,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S000,Conclusa regolarmente
201812002625,ACTIVITY 10,2018-12-07 15:10:28.000,2018-12-07 15:12:23.000,CE_UO 11,APPLICANT,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S010,Conclusa regolarmente
201812002625,ACTIVITY 3,2018-12-07 15:12:23.000,2018-12-07 15:13:40.000,CE_UO 175,DIRECTOR,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S020,Conclusa regolarmente
201812002625,ACTIVITY 2,2018-12-07 15:13:40.000,2018-12-07 16:25:52.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S040,Conclusa regolarmente
201812002625,ACTIVITY 1,2018-12-07 16:25:52.000,2018-12-07 16:27:29.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S050,Conclusa regolarmente
201812004323,ACTIVITY 8,2018-12-12 12:26:04.000,2018-12-12 12:33:01.000,CE_UO 88,APPLICANT,HUMAN,Client Recess,1 - Client lost,Completed,S000,Conclusa regolarmente
201812004323,ACTIVITY 14,2018-12-28 08:48:17.000,2018-12-28 08:48:33.000,CE_UO 664,DIRECTOR,HUMAN,Client Recess,1 - Client lost,Completed,S008,Conclusa regolarmente
201812004323,ACTIVITY 2,2018-12-28 08:48:33.000,2018-12-28 15:26:37.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,1 - Client lost,Completed,S040,Conclusa regolarmente
201811008697,ACTIVITY 8,2018-11-22 17:05:53.000,2018-11-22 17:06:14.000,CE_UO 89,APPLICANT,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S000,Conclusa regolarmente
201811008697,ACTIVITY 9,2018-11-22 17:06:14.000,2018-11-22 17:18:04.000,CE_UO 495,DIRECTOR,HUMAN,Client Recess,7 - Keep other relationships. Same dip,Completed,S005,Conclusa regolarmente
201810011662,ACTIVITY 8,2018-10-30 13:20:07.000,2018-10-30 13:21:06.000,CE_UO 443,APPLICANT,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S000,Conclusa regolarmente
201810011662,ACTIVITY 10,2018-10-30 13:21:06.000,2018-10-30 13:25:30.000,CE_UO 11,APPLICANT,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S010,Conclusa regolarmente
201810011662,ACTIVITY 3,2018-10-30 13:25:30.000,2018-10-30 13:37:54.000,CE_UO 389,DIRECTOR,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S020,Conclusa regolarmente
201810011662,ACTIVITY 2,2018-10-30 13:37:54.000,2018-10-30 15:58:31.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S040,Conclusa regolarmente
201810011662,ACTIVITY 1,2018-10-30 15:58:31.000,2018-10-30 15:59:01.000,CE_UO 1,BACK-OFFICE,HUMAN,Client Recess,2 - Keep bank account. Same dip,Completed,S050,Conclusa regolarmente
201812001654,ACTIVITY 8,2018-12-05 16:05:57.000,2018-12-05 16:10:28.000,CE_UO 129,APPLICANT,HUMAN,Inheritance,,Completed,S000,Conclusa regolarmente
201812001654,ACTIVITY 10,2018-12-05 16:10:28.000,2018-12-05 16:12:52.000,CE_UO 11,APPLICANT,HUMAN,Inheritance,,Completed,S010,Conclusa regolarmente
201812001654,ACTIVITY 3,2018-12-05 16:12:52.000,2018-12-05 16:14:45.000,CE_UO 581,DIRECTOR,HUMAN,Inheritance,,Completed,S020,Conclusa regolarmente
201812001654,ACTIVITY 4,2018-12-05 16:14:45.000,2018-12-12 12:41:45.000,CE_UO 581,APPLICANT,HUMAN,Inheritance,,Completed,S030,Conclusa regolarmente
201812001654,ACTIVITY 3,2018-12-12 12:41:45.000,2018-12-12 12:49:05.000,CE_UO 581,DIRECTOR,HUMAN,Inheritance,,Completed,S020,Conclusa regolarmente
201812001654,ACTIVITY 2,2018-12-12 12:49:05.000,2018-12-13 16:05:29.000,CE_UO 1,BACK-OFFICE,HUMAN,Inheritance,,Completed,S040,Conclusa regolarmente
201812001654,ACTIVITY 1,2018-12-13 16:05:29.000,2018-12-13 16:07:21.000,CE_UO 1,BACK-OFFICE,HUMAN,Inheritance,,Completed,S050,Conclusa regolarmente
201812001654,ACTIVITY 6,2018-12-13 16:07:21.000,2018-12-15 03:27:56.000,CE_UO 1,BACK-OFFICE,HUMAN,Inheritance,,Completed,S051,Conclusa regolarmente
201811005674,ACTIVITY 8,2018-11-15 10:53:43.000,2018-11-15 10:54:02.000,CE_UO 210,APPLICANT,HUMAN,Inheritance,,Completed,S000,Conclusa regolarmente
201811005674,ACTIVITY 10,2018-11-15 10:54:02.000,2018-11-15 11:13:02.000,CE_UO 11,APPLICANT,HUMAN,Inheritance,,Completed,S010,Conclusa regolarmente
201811005674,ACTIVITY 3,2018-11-15 11:13:02.000,2018-11-15 11:34:45.000,CE_UO 261,DIRECTOR,HUMAN,Inheritance,,Completed,S020,Conclusa regolarmente
